title,author,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
The Way Inn,Will Wiles,,,,,,,,,,,,,,,,,,,,,H,,,,
The Way of Kings,Brandon Sanderson,,,,,,,,X,,,,,,,,,,,,,,,,,
The Way of Shadows,Brent Weeks,,,,,,,,,,,,,,,,,,,,,H,,,,
"The Way Spring Arrives and Other Stories, edited",Yu Chen,,,,,,,,,,,,,,,,,,,,,,X,,,
The Wayward Children,Seanan McGuire,,H,,,,,,,,,,,,,,,,,,,,,,,
The Weight of Feathers,Anna-Marie McLemore,,,,,,H,,,,,,,,,,,,,,,,,,,
The Weirkey Chronicles,Sarah Lin,,,,,,,X,,,,,,,,,,,,,,,,,,
The Wheel of Time,Robert Jordan,,,,,,,,,H,,,,,,,,,,,,,,,,
The White Hotel,D. M. Thomas,,,,,,,,,,,,,,,,,,,,,H,,,,
The White Raven,Diana L. Paxson,,,,,,,,,,,,,,,,,,,,,H,,,,
The Whitefire Crossing,Courtney Schafer,H,,,,,,,X,,,,,,,,,,,,,,,,,
The Wicked + The Divine,Kieron Gillen and Jamie McKelvie,H,,,,,,,,,,,,,,,,,,,,,,,,
The Wild Road,Gabriel King,,,,,,,,,,,,,,,,H,,,,,,,,,
The Wild Swans,Peg Kerr,,,,,,,,,,,,,,,,,,,,,H,,,,
The Wind Caller,P. D. Cacek,,,,,,,,,,,,,,,,,,,,,H,,,,
The Wind-Up Bird Chronicle,Haruki Murakami,,,,,,H,,,,,,,,,,,,,,,,,,,
The Winged Histories,Sofia Samatar,H,,,,,X,,X,,X,,,,,,,,,,,,,,,
The Winnowing Flame,Jen Williams,H,,,,,,,,,,,,,,,,,,,,,,,,
The Winter King,C.L. Wilson,,,,,,,,X,,,,,,,,,,,,,,,,,
The Winter of the Witch,Katherine Arden,,,,,,,,,,,,,,,,,X,,,,,,,,
The Wintersong duology,S. Jae Jones,,,,,,,,,,,,,,,,,,,X,,,,,,
The Witch King,H.E. Edgmon,,,,,,,,,,,,,,,,,,,,,,H,,,
The Witch's Heart,Genevieve Gornichec,,,,,,H,,X,,,,,,,,,,,,,,,H,,X
The Witch's Trinity,Erika Mailman,,,,,,,,,,,,,,,,,,,,,H,,,,
The Witches of New York,Amy McKay,,,,H,,,,,,,,,,,,,,,,,,,,,
The Witching Hour,Anne Rice,,,,,,,,,,,,,,,,,,,,,,,,,H
The Withrow Chronicles,Michael G Williams,H,,,,,,,,,,,,,,,,,,,,,,,,
The Wizard of Isis,Jean Stewart,,,,,,,,,,,,,,,,,,,,,H,,,,
The Wolf in the Whale,Jordanna Max Brodsky,,,,H,,,,X,,,,,,,,,,,,,,,,,
The Wolf of Oren-Yaro,K.S. Villoso,,,,,,,,X,,,,,,,,,,,,,,X,,,X
The Wolf’s Hour,Robert R. McCammon,,,,,,,,,,,,,,,,,,,,,H,,,,
The Woman Who Loved the Moon,Elizabeth A. Lynn,,,,,,,,,,,,,,,,,,,,,H,,,,
The Women's War,Jenna Glass,,,,,,,,,,X,,,,,,,,,,,,,,,
The Wooden Sea,Jonathan Carroll,,,,,,,,,,,,,,,,,,,,,H,,,,
The Worldbreaker Saga,Kameron Hurley,H,,,,,,,,,,,,,,,,,,,,,,,,
The Wormwood Trilogy,Tade Thompson,,H,,,,,,,,,,,,,,,,,,,,,,,
The Worst Is Yet to Come,S. P. Miskowski,,,,,,,,,,,,,,,,,,,,,H,,,,
The Wounded Land,Stephen R. Donaldson,,,,,,,,,,,,,,,,,,,,,H,,,,
The Woven Ring,M. D. Presley,,,,,,,,X,,,,,,,,,,,,,,,,,
The Wrack,John Bierce,,,,,,,,,,,,,,,,,,,,X,,,,,
The Wrong Stars,Tim Pratt,,,,,X,,,,,,,,,,,,,,,,,,,,
The Year of Our War,Steph Swainston,,H,,,,,,,,,,,,,,,,,,,,,,,
The Years of Rice and Salt,Kim Stanley Robinson,,,,,,X,,,,,,,,,,,,,,,,,,,
The Young Elites,Marie Lu,,,,,,,H,,,,,,,,,,,,,,,,,,
Theft of Swords,Michael J. Sullivan,,,,,,,,X,,,,,,,,,,,,,,,,,
Their Bright Ascendency,K. Arsenault Rivera,H,,,,,,,,,,,,,,,,,,,,,,,,
There Is No Antimemetics Division,qntm,,,,,,,,,,,,,,,,,,,,,,,,H,
There Will Come A Darkness,Katy Rose Pool,,,,,,,,,,,,,,,,,,,,,,,,,X
These Feathered Flames,Alexandra Overy,,,,,,,,,,,,,,,,,,,,,,,H,H,
These Hollow Vows,Lexi Ryan,,,,,,,,,,,,,,,,,,,,,,,,H,
These Violent Delights,Chloe Gong,,,,H,,,H,,,,,,,,,,,,,,,,,H,
Thessaly trilogy,Jo Walton,,,,,,,,,,,,,,,,,,,,,H,,,,
They Both Die at the End,Adam Silvera,H,,,,,H,,,,,,,,H,,,,,H,,,,,,
They Mostly Come Out at Night,Benedict Patrick,,,,,,,,X,,,,,,,,,,,,,,,,H,
Thief of Time,Terry Pratchett,,,,,,,,,,,,,,,,,H,,,,,,,,
Thief's Covenant,Ari Marmell,,,,,,,H,,,,,,,,,,,,,,,,,,
Things in Jars,Jess Kidd,,,,,,,,,,,,,,,,,,,,,,,,H,
This Alien Shore,C.S. Friedman,,,,,,,,,,,,,,,,,,,H,,,,,,
This Census-Taker,China Mieville,,,,,,,,,,,,,,,,,,,H,,,,,H,
This Golden Flame,Emily Victoria,,,,,,,,,,,,,,,,,,,,,,,,H,
This Is How You Lose the Time War,Amal El-Mohtar & Max Gladstone,X,,,,,H,,X,,,,,,,,,X,,,,,,,,
This Poison Heart,Kalynn Bayron,,,,,,,,,,,,,,,,,,,,,,,,H,
This Quest is Broken!,J.P. Valentine,,,,,,,,,,,,X,,,,,,,,,,,,H,
This Savage Song,Victoria Schwab,,,,,,,,,,,,,,,,,,,,,,,,H,
This Witches of New York,Ami McKay,,,,,,,,,,,,,,X,,,,,,,,,,,
Thomas the Rhymer,Ellen Kushner,,,,X,,,,,,,,,,,,,,,,,,,,,
Thorn,Anna Burke,,,,,,H,,,,,,,,,,,,,,,,,,,
Thorn of the Night Blossoms: A Legends of Tivara Story,JC Kang,H,,,,,,,,,,,,,,,,,,,,,,,,
Thornfruit,Felicia Davin,,H,,,,,,,,,,,,,,,,,,,,,,,
Those Across the River,Christopher Buehlman,,,,,,,,,,,,,,,,,,,,,H,,,,
Threading the Labyrinth,Tiffani Angus,,,,,,,,,,,,,,,,,,,,,H,,,,
Three Days to Never,Tim Powers,,,,,,,,,,,,,,,,,,,,,H,,,,
Three Hearts and Three Lions,Poul Anderson,,,,,,,,X,,,,,,,,,,,,,,,,,
Three Parts Dead,Max Gladstone,,,,,,,,X,,,,,,,,,,,,,H,,,H,
Throne of Glass,Sarah J. Maas,,,,,,,,,,,,,,,,,,,H,,,,,,
Through a Brazen Mirror,Delia Sherman,,,,,,,,,,,,,,,,,,,,,H,,,,
Tide of Stone,Kaaron Warren,,,,,,H,,,,,,,,,,,,,,,,,,,
Tigana,Guy Gavriel Kay,,,,H,,X,,X,,,,,,,,,,,,,H,,,,
Tiger and Del,Jennifer Roberson,,,,,,,,,H,,,,,,,,,,,,,,,,
Time After Time,Kate Atkinson,,,,,,,,,,,,,,,,,H,,,,,,,,
Time Shifters,Shanna Lauffey,,,,,,,,,,,,,,,,,X,,,,,,,,
"Time, Like an Ever-Rolling Stream",Judith Moffett,,,,,,,,,,,,,,,,,,,,,H,,,,
Time's Arrow,Martin Amis,,,,,,,,,,,,,,,,,H,,,,,,,,
Timekeeper,Tara Sim,,,,,,,,,,,,,,,,,,,H,,,,,,X
Timeless,Gail Carriger,,,,,,,,,,,,,,,X,,,,,,,,,,
Timelike Infinity,Stephen Baxter,,,,,X,,,,,,,,,,,,,,,,,,,,
Titus Groan,Mervyn Peake,,,,,,,,X,,,,,,,,,,,,,,,,,
To Awaken in Elysium,Raymond St. Elmo,,,,,,,,,,,,,,,,,,,,H,,,,,
"To be Taught, If Fortunate",Becky Chambers,H,H,,,X,X,,,,,,,,,,,,,,,,,,,
To Outrun Doomsday,Kenneth Bulmer,,,,,,,,,,,,,,,,,,,,,,,,H,
To Ride Hell's Chasm,Janny Wurts,,,,,,X,,X,,,,,,,,,,,,,,,,,
To Say Nothing of the Dog,Connie Willis,,,,,,X,,,,,,,,,,,X,,,,,,,,
Tommorow and Tomrrow,Charles Sheffield,,,,,,H,,,,,,,,,,,,,,,,,,,
Tomorrow,Damian Dibben,,,,,,,,,,,,,,,,H,,,,,,,,,
Too Like the Lightning,Ada Palmer,,,,,,,,X,,X,,,,,,,,,,,,,,,
Tooth and Claw,Jo Walton,,,,,,H,,,,,,,,,,H,,,,,,,,,
Top 10: The Forty-Niners,Alan Moore,H,,,,,,,,,,,,,,,,,,,,,,,,
Touch,Claire North,H,,,,,H,,X,,,,,,,,,H,,,,,,,,
Tournament of Losers,Megan Derr,H,,,,,,,,,,,,,,,,,,,,,,,,
Tower of Mud and Straw,Yaroslav Barsukov,,,,,,H,,,,,,,,,,,,,,,,,,,
Trader,Charles de Lint,,,,,,,,,,,,,,,,,,,,,H,,,,
Trading in Danger,Elizabeth Moon,,,,,,,,,,,,,,,,,,,,,,,,H,
Trail of Lightning,Rebecca Roanhorse,,,,,,,,X,,,,,,,,,,,,,,H,,,
Traitor,Krista D. Ball,,,,,,,,X,,,,,,,,,,,,,,,,,
Traitor's Blade,Sebastien de Castell,,,,,,,,X,,,,,,,,,,,,,,,,,
Traveler's Gate,Will Wight,,,,,,,,,H,,,,,,,,,,,,,,,,
Traveller,Richard Adams,,,,,,,,,,,,,,,,H,,,,,,,,,
"Trenchcoats, Towers and Trolls",Rhonda Parrish,,,,,,,,,,,,,,,,,,H,,,,,,,
Triangulum,Masande Ntshanga,,,,,,,,,,,,,,,X,,,,,,,,,,
Trickster's Choice,Tamora Pierce,,,,,,,,,,X,,,,,,,,,,,,,,,
Trickster's Game trilogy,Barbara Campbell,,,,,,,,,,,,,,,,,,,,,H,,,,
Trickster's Queen,Tamora Pierce,,,,,,,,,,X,,,,,,,,,,,,,,,
Triptych,J.M. Frey,,,,,,,,,,,,,,,,,,,,,H,,,,
Tristan Strong,Kwame M'balia,,,,,,,,,,,H,,,,,,,,,,,,,,
Trouble and Her Friends,Melissa Scott,,,,,,,,,,,,,,,,,,,,,H,,,,
Troubled Waters,Sharon Shinn,,,,,,,,,,,,,,,,,,,,,H,,,,
Trudi Cananvan,Trudi Canavan,H,,,,,,,,,,,,,,,,,,,,,,,,
Turn,saras_girl,,,,,,,,,,,,,,,,,H,,,,,,,,
Turning Darkness into Light,Marie Brennan,,,,,,,,,,,,,,,,,,,,,,,,H,
Tuyo,Rachel Neumeier,,H,,,,,,,,,,,,,,,,,,,,,,,
Twilight,Stephanie Meyer,,,,,,,,,,,,,,,,,,,,,,,X,,
Two Dark Moons,Avi Silver,,,,,,,,,,,,,,,,,,,,,,,,H,
Two Serpents Rise,Max Gladstone,,,,,,,,,,,,,,,,,,,,,,,,H,
Ubo,Steve Rasnic Tem,,,,,,,,,,,,,,,,,,,,,H,,,,
Un Lun Dun,China Mieville,,,,,,H,,,,,,,,,,,,,,,,,,,
Unassigned Territory,Kem Nunn,,,,,,,,,,,,,,,,,,,,,H,,,,
Unbury Carol,Josh Malerman,,,,,,,,,,,,,,,,,,,,,H,,,,
Unconquered Countries,Geoff Ryman,,,,,,,,,,,,,,,,,,,,,H,,,,
Under Heaven,Guy Gavriel Kay,,,,H,,X,,,,,,,,,,,,,,,H,,,,
Under the Pendulum Sun,Jeannette Ng,,,,H,,,,X,,,,,,,,,,,,,H,X,,,
Under the Whispering Door,T.J Klune,,,,,,H,,,,,,,,,,,,,,,,,,,
Unholy Land,Lavie Tidhar,,,,,,,,,,,,,,,,,,,,,H,,,,
Unicorn Mountain,Michael Bishop,,,,,,,,,,,,,,,,,,,,,H,,,,
Unnatural Magic,CM Waggoner,,,,,,,,,,,,X,,,,,,,,,,,,X,
Unsouled,Will Wight,,,,,,,,,,,,,,,,,,,,X,,,,,X
Untethered,Rhonda Parrish,,,,,,,,,,,,,,,,,,H,,,,,,,
Unwrapped Sky,Rjurik Davidson,,,,,,,,,,X,,,,,,,,,,,,,,,
Up Against it,M. J. Locke,,,,,,,,,,,,,,,,,,,,,H,,,X,
Upright Women Wanted,Sarah Gailey,H,,,,,,,,,,,,,,,,,,,,,,,H,
Uprooted,Naomi Novik,,H,,,,X,,X,,,,,,,,,,,,,,,,,
Vagabonds,Hao Jingfang,,,,,,,,,,X,,,,,,,,,,,,,,,
Valdemar,Mercedes Lackey,,,,,,,,,H,,,,,,,,,,,,,,,X,
Valhalla Saga,Snorri Kristianson,,,,H,,,,,,,,,,,,,,,,,,,,,
Valley of Embers,Steven Kelliher,,,,,,,,X,,,,,,,,,,,,,,,,,
Valour,John Gwynne,,,,,,,,,,,,,,,,,,,,,H,,,,
Vampire Hunter D,Hideyuki Kikuchi,,,,,,,,,,,,,,,,,,,,,,,,H,
Vampire Thrall,Michael Schiefelbein,,,,,,,,,,,,,,,,,,,,,H,,,,
Vampire Vow,Michael Schiefelbein,,,,,,,,,,,,,,,,,,,,,H,,,,
Vampires Anonymous,Jeffrey N. McMahan,,,,,,,,,,,,,,,,,,,,,H,,,,
Vampyrrhic,Simon Clark,,,,,,,,,,,,,,,,,,,,,H,,,,
Vellum,Hal Duncan,,,,,,,,,,,,,,,,,,,,,H,,,,
Velocity Weapon,Megan E. O'Keefe,,,,,H,,,,,,,,,,,,,,,,,,,,
Vengeful,V.E. Schwab,,,,,,,,,,,,,,H,,,,,,,,,,,
Veniss Underground,Jeff VanderMeer,,,,,,,,,,,,,,,,,,,,,H,,,,
Venus Rising,Carol Emshwiller,,,,,,,,,,,,,,,,,,,,,H,,,X,
Venusia,Mark von Schlegell,,,,,,,,,,,,,,,,,,,,,H,,,,
Vicious,V.E. Schwab,,,,,,,X,,,,,,,H,,,,,,,,,,,
Villains,Ian Lewis,H,,,H,,,X,,,,,,,,,,,,,H,,,,,
Villains by Necessity,Eve Forward,,,,,,,X,,,,,,,,,,,,,,,,,,
Visser,K.A. Applegate,,,,,,,,,,,,,,,,X,,,,,,,,,
Vita Nostra,Marina & Sergey Dyachenko,,,X,,,X,,X,,,,,,,,,,,,,,,,,
Vlad Taltos,Steven Brust,,,,,,,,,H,,,,,,,,,,,,,,,,
Voices,Ursula K. Le Guin,,,,,,,,,,X,,,,,,,,,,,,,,,
Wake of Vultures,Lila Bowen,,,,H,,,,,,,,,,,,,,,,,,,,,
"Wake, Siren",Nina MacLaughlin,,,,,,,,,,,,,,,,,,,,,H,,,,
Waking Beauty,Paul Witcover,,,,,,,,,,,,,,,,,,,,,H,,,,
Waking the Moon,Elizabeth Hand,,,,,,,,,,,,,,,,,,,,,H,,,,
Walkabout Woman,Michaela Roessner,,,,,,,,,,,,,,,,,,,,,H,,,,
Walking the Clouds: An Anthology of Indigenous Science Fiction,"Grace Dillon, ed.",,,,,,,,,,,,,,,,,,,,,,H,,,
Walking to Aldebaran,Adrian Tchaikovsky,,H,,,X,H,,,,,,,,,,,,,,,,,,,
Walking Water / After All This,Thom Nickels,,,,,,,,,,,,,,,,,,,,,H,,,,
Wanderers,Chuck Wendig,,,,,,,,,,X,,,,,,,,,,,H,,,,
War for the Oaks,Emma Bull,,,,,,X,,,,,,,,,,,,,,,H,,,,
War Girls,Tochi Onyebuchi,,,,,,,,,,,,,,,H,,,,,,,,,,
War Master's Gate,Adrian Tchaikovsky,,,,,,,,,,,,,,,,,,,,,H,,,,
War with the Newts,Karel Capek,,,,,,H,,,,,,,,,,,,,,,,,,,
Warbreaker,Brandon Sanderson,,,,,,X,,,H,,,,,,,,,,,,H,,,,X
Ward,Wildbow,,,,,,,,,,,,,,X,,,,,,,,,,,
Warriors,Erin Hunter,,,,,,,,,,,,,,,,H,,,,,,,,,
Warriors of Isis,Jean Stewart,,,,,,,,,,,,,,,,,,,,,H,,,,
Was,Geoff Ryman,,,,,,,,,,,,,,,,,,,,,H,,,,
Water,Robin McKinley and Peter Dickinson,,,,,,,,,,,,,,,,,,H,,,,,,,
Water Logic,Laurie J. Marks,,,,,,,,,,,,,,,,,,,,,H,,,,
"Water: Sirens, Selkies and Sea Monsters",Rhonda Parrish,,,,,,,,,,,,,,,,,,H,,,,,,,
Watership Down,Richard Adams,,,,,,X,,X,,,,,,,,H,,,,,H,,,,
Wayfarers,Becky Chambers,X,,,,,,,,,,,,,,,,,,,,,,,,
Wayward Children,Seanan McGuire,X,,,,,,,,,,,,,,,,,,,,,,,,
We Are All Completely Fine,Darryl Gregory,,,,,,,,,,,,,,,,,,,H,,,,,,
We Are Legion (We Are Bob),Dennis E. Taylor,,,,,X,,,,,,,X,,,,,,,,,,,,H,
We Have Always Been Here,Lena Nguyen,,,,,,,,,,,,,,,,,,,,,,,,H,
We Have Always Lived in the Castle,Shirely Jackson,,,,,,H,,,,,,,,,,,,,,,,,,,
We Ride the Storm,Devin Madson,,,,,,,,X,,,,,,,,,,,,,,,,,
We Ride Upon Sticks,Quan Barry,,,,,,,,,,,,,,,,,,,,,,,,H,
We See Everything,William Sutcliffe,,,,,,,,,,,,,,,,,,,,,H,,,,
We Who Are About To ...,Joanna Russ,,,,,,,,,,,,,,,,,,,,,,,,H,
Weapons and Wielders,Andrew Rowe,,,,,,,,,H,,,,,,,,,,,,,,,,
Weaveworld,Clive Barker,,H,,,,,,,,,,,,,,,,,,,H,,,,
Wee Free Men,Terry Pratchett,,,,,,,,,,,,,,,,,,,,,,,,H,
"Weird Women, Wired Women",Kit Reed,,,,,,,,,,,,,,,,,,,,,H,,,,
Weirdstone trilogy,Alan Garner,,,,,,,,,,,,,,,,,,,,,H,,,,
Werecockroach,Polenth Blake,,,,,,,,,,,,,,,,,,,,,,,H,,
Westmark,Lloyd Alexander,,,,,,,,,,X,,,,,,,,,,,,,,,
What Was Your Name Downriver?,Anthony Lowe,,,,,,,,X,,,,,,,,,,,,,,,,,
Wheel of Osheim,Mark Lawrence,,,,,,,,,,,,,,,,,,,,,H,,,,
When the Traveler Stands Still,Noor Al-Shanti,,,,,,,,,,,,,X,,,,,,,X,,,,,
When We Were Magic,Sarah Gailey,H,,,,,,,,,,,,,,,,,,,,,,,,
When Women Were Dragons,Kelly Barnhill,,,,,,,,,,,,,X,,,,,,,,,,,,
Where Oblivion Lives,T. Frohock,,,,,,,,X,,,,,,,,,,,,,,,,,
Where Shadows Lie,Allegra Pescatore,,,,,,,,X,,,,,,,,,,,,,,,,,
Where the Waters Turn Black,Benedict Patrick,,,,,,X,,,,,,,,,,,,,,,,,,,
White Trash Warlock,David R. Slayton,,,,,,,,,,,,,,H,,,,,,,,,,H,
White Wolf,David Gemmell,,,,,,,X,,,,,,,,,,,,,,,,,,
Who Fears Death,Nnedi Okorafor,,,,,,,,X,,,,,,,H,,,,,,,,,H,
"Who Needs Enemies (Harry Phillecky, PI)",Keri Arther,,,,,,,,,,,,,,X,,,,,,,,,,,
Who Next,George Baxt,,,,,,,,,,,,,,,,,,,,,H,,,,
Wicked Gentlemen,Ginn Hale,,,,,,,,,,,,,,,,,,,,,H,,,,
Widow,Billie Sue Mosiman,,,,,,,,,,,,,,,,,,,,,H,,,,
Wild and Wicked Things,Francesca May,,,,,,,,,,,,,H,,,,,,,,,,,,
Wild Magic,Tamora Pierce,,,,,,,,,,,,,,,,,,,,,,,X,,
Wild Seed,Octavia E. Butler,,,,,,,,,,,,,,,,,,,,,,,H,,
Wilde Stories 2008,Steve Berman,,,,,,,,,,,,,,,,,,,,,H,,,,
Wilde Stories 2010,Steve Berman,,,,,,,,,,,,,,,,,,,,,H,,,,
Wilder Girls,Rory Power,H,,,,,,,,,,,,,,,,,,,,,,,,
Wildlings,Charles de Lint,,,,,,,,,,,,,,,,,,,,,,,H,,
Wildside,Stephen Gould,,,,,,H,,,,,,,,,,,,,,,,,,,
Will Do Magic for Small Change,Andrea Hairston,,,,,,,,,,,,,,,,,,,,,H,,,,
Willful Creatures,Aimee Bender,,,,,,,,,,,,,,,,,,,,,H,,,,
Winter Tide,Ruthanna Emrys,,,,H,,,,,,,,,,,,,,,,,H,,,,
Winter's Orbit,Everina Maxwell,,,,,,,,X,,,,,,,,,,,H,,,,,X,
Winterkin,Paul Hazel,,,,,,,,,,,,,,,,,,,,,H,,,,
Winternight Trilogy,Katherine Arden,,,,H,,,,,,,,,,,,,,,,,,,,,
Wired Hard 3,Cecilia Tan,,,,,,,,,,,,,,,,,,,,,H,,,,
Wisdom's Grave,Craig Schaefer,H,,,,,,,,,,,,,,,,,,,,,,,,
Wishsong of Shannara,Terry Brooks,,,,,,,X,,,,,,,,,,,,,,,,,,
Witchmark,C.L. Polk,,,,,,,,X,,,,,,,,,,,H,,,,,,X
With Her Body,Nicola Griffith,,,,,,,,,,,,,,,,,,,,,H,,,,
Wolfsbane Winter,Jane Fletcher,,,,,,,,,,,,,,,,,,,,,H,,,,
Wolfsong,T.J. Klune,,,,,,,,X,,,,,,,,,,,,,,,X,,
Woman of the Aeroplanes,B Kojo Laing,,,,,,,,,,,,,,,H,,,,,,,,,,
Woman on the Edge of Time,Marge Piercy,,,,,,,,,,,,,,,,,X,,,,,,,,
Woman World,Aminder Dhaliwal,H,,,,,,,,,,,,,,,,,,,,,,,,
Women Who Run With Werewolves,Pam Keesey,,,,,,,,,,,,,,,,,,,,,H,,,,
Wonder City Stories,Jude McLaughlin,,,,,,,,,,,,,,,,,,,,,H,,,,
Wondrous,Travis M. Riddle,,,,,,,,,,,,,,,,,,,,H,,,,,
World War Z,Max Brooks,,,,,,X,,,,,,,,,,,,,,,,,,,
Worm,Wildbow,H,,,,,,,,,,,,,X,,,,,,,,,,,
Worth the Candle,Alexander Wales,H,,,,,,,,,,,,,,,,,,,,,,,,
Woven in Moonlight,Isabel Ibanez,,,,,,,,,,H,,,,,,,,,,,,,,,
Wraeththru,Storm Constantine,H,,,,,,,,,,,,,,,,,,,,,,,,
Wrath,John Gwynne,,,,,,,,,,,,,,,,,,,,,H,,,,
Written in Red,Ann Bishop,,,,,,,,,,,,,,,,,,,H,,,,,,
Wyrd Sisters,Terry Pratchett,,,,,,,,X,,,,,,,,,,,,,,,,X,
Xenogenesis,Octavia E. Butler,,H,,,,,,,,,,,,,,,,,,,,,,,
Yayati,Vishnu Khandekar,,,,H,,,,,,,,,,,,,,,,,,,,,
Yellow Jessamine,Caitlin Starling,,,,,,,X,,,,,,,,,,,,,,,,,X,
You Can't Prevent Prophecy,D.G. Redd,,,,,,,,,,,,,,,,X,,,,H,,,,H,
Zahrah the Windseeker,Nnedi Okorafor,,H,,,,,,X,,,X,,,,,,,,,,,,,,
Zandru's Forge,Marion Zimmer Bradley,,,,,,,,,,,,,,,,,,,,,,,,X,
Zeroboxer,Fonda Lee,,,,,X,,,,,,,,,,,,,,,,,,,,
Zeroth Law,Guerric Haché,,,,,,,X,X,,,,,,,,,,,,H,,,,X,
Zeta Base,Judith Alguire,,,,,,,,,,,,,,,,,,,,,H,,,,
Zoo City,Lauren Beukes,,,,,,,X,,,,,,,,H,,,,,,,,,,
Zulu Hart,Steven Barnes,,,,,,,,,,,,,,,H,,,,,,,,,,
